"mechanism_id","generation_unit_id","source_construction_id","amendment_number","section_number","boundary_label","source_atom_ids","topology_action","prior_mechanism_ids","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","semantic_status","semantic_basis","topology_authority","semantic_authority","canonical_registry_status","orynth_mapping_status","correspondence_grade"
"US-CM-000326","US-AM-MECH-UNIT-000049","US-AM-ATOM-CAND-000050","25","4","PRESERVED-US-CM-000327","US-AM-ATOM-000112","PRESERVE-EXISTING-BOUNDARY","US-CM-000327","F4","UNITED-STATES/PRESIDENCY/INABILITY/VICE-PRESIDENT-CABINET-DECLARATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000327","US-AM-MECH-UNIT-000050","US-AM-ATOM-CAND-000051","25","4","PRESIDENT-NO-INABILITY-DECLARATION-RESUMPTION","US-AM-ATOM-000113","SPLIT-PRIOR-BOUNDARY","US-CM-000328","F1","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this office-authority transition rule: when the President transmits the specified written declaration that no inability exists, the President resumes the powers and duties of the office, subject to the source-defined counterdeclaration condition.","Presidential resumption is not established under this mechanism without the specified written declaration, recipients, and absence of the source-defined timely counterdeclaration.","FINAL-CHANGED-BOUNDARY-ADJUDICATED","Presidential declaration and resumption form an independently operative authority transition within the prior combined Section 4 boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-06X-CHANGED-BOUNDARY-SEMANTIC-ADJUDICATION","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000328","US-AM-MECH-UNIT-000050","US-AM-ATOM-CAND-000051","25","4","VP-MAJORITY-COUNTERDECLARATION-WINDOW","US-AM-ATOM-000113","SPLIT-PRIOR-BOUNDARY","US-CM-000328","F4","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this concurrence and timing rule: the Vice President and a majority of either the principal officers of the executive department or another body provided by Congress may transmit within four days the specified written declaration that the President is unable to discharge the powers and duties of the office.","The counterdeclaration effect is not established under this mechanism without the Vice President, the required majority body, the specified written declaration and recipients, and transmission within the four-day window.","FINAL-CHANGED-BOUNDARY-ADJUDICATED","The Vice-President-plus-majority counterdeclaration authority and four-day window are independently testable from the President's declaration and resumption effect.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-06X-CHANGED-BOUNDARY-SEMANTIC-ADJUDICATION","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000329","US-AM-MECH-UNIT-000050","US-AM-ATOM-CAND-000051","25","4","CONGRESS-DECIDES","US-AM-ATOM-000114","PRESERVE-EXISTING-BOUNDARY","US-CM-000329","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/DECISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Thereupon Congress shall decide the issue","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000330","US-AM-MECH-UNIT-000050","US-AM-ATOM-CAND-000051","25","4","FORTY-EIGHT-HOUR-ASSEMBLY","US-AM-ATOM-000115","PRESERVE-EXISTING-BOUNDARY","US-CM-000330","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/ASSEMBLY-TIMING","The Constitution establishes this scoped power, duty, qualification, or procedural rule: assembling within forty-eight hours for that purpose if not in session","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000331","US-AM-MECH-UNIT-000050","US-AM-ATOM-CAND-000051","25","4","TWENTY-ONE-DAY-TWO-THIRDS-DETERMINATION","US-AM-ATOM-000116","PRESERVE-EXISTING-BOUNDARY","US-CM-000331","F4","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/TWO-THIRDS-DETERMINATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: If the Congress, within twenty-one days after receipt of the latter written declaration, or, if Congress is not in session, within twenty-one days after Congress is required to assemble, determines by two-thirds vote of both Houses that the President is unable to discharge the powers and duties of his office","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000332","US-AM-MECH-UNIT-000050","US-AM-ATOM-CAND-000051","25","4","VP-CONTINUES-ACTING","US-AM-ATOM-000117","PRESERVE-EXISTING-BOUNDARY","US-CM-000332","F1","UNITED-STATES/PRESIDENCY/INABILITY/ACTING-PRESIDENT-CONTINUATION","The Constitution establishes this authority, succession, or office-transition rule: the Vice President shall continue to discharge the same as Acting President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000333","US-AM-MECH-UNIT-000050","US-AM-ATOM-CAND-000051","25","4","PRESIDENT-RESUMES-OTHERWISE","US-AM-ATOM-000118","PRESERVE-EXISTING-BOUNDARY","US-CM-000333","F1","UNITED-STATES/PRESIDENCY/INABILITY/PRESIDENTIAL-RESUMPTION","The Constitution establishes this authority, succession, or office-transition rule: otherwise, the President shall resume the powers and duties of his office.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000334","US-AM-MECH-UNIT-000051","US-AM-ATOM-CAND-000052","26","1","PRESERVED-US-CM-000334","US-AM-ATOM-000119","PRESERVE-EXISTING-BOUNDARY","US-CM-000334","F5","UNITED-STATES/VOTING/AGE-18","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States, who are eighteen years of age or older, to vote shall not be denied or abridged by the United States or by any State on account of age.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000335","US-AM-MECH-UNIT-000052","US-AM-ATOM-CAND-000053","26","2","PRESERVED-US-CM-000335","US-AM-ATOM-000120","PRESERVE-EXISTING-BOUNDARY","US-CM-000335","F3","UNITED-STATES/CONGRESS/AMENDMENT-26/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000336","US-AM-MECH-UNIT-000053","US-AM-ATOM-CAND-000054","27","","PRESERVED-US-CM-000336","US-AM-ATOM-000121","PRESERVE-EXISTING-BOUNDARY","US-CM-000336","F7","UNITED-STATES/CONGRESS/COMPENSATION/EFFECTIVE-DELAY","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: No law, varying the compensation for the services of the Senators and Representatives, shall take effect, until an election of Representatives shall have intervened.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
