"mechanism_id","source_clause_id","mechanism_family","jurisdiction_scope","predicate_count","predicate_ids","crosswalk_id","orynth_repository","orynth_component","file_path","preexisting_status","correspondence_grade","canonical_proof_binding_count","integration_status"
"US-CM-000179","US-CONST-ATOM-000179","F3","UNITED-STATES/FEDERAL/CRIMINAL-TRIAL/JURY","2","US-CP-000329|US-CP-000330","US-CW-000179","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-PROCESS / PROCEDURAL-PREREQUISITE CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000180","US-CONST-ATOM-000180","F6","UNITED-STATES/FEDERAL/CRIMINAL-TRIAL/VENUE","1","US-CP-000331","US-CW-000180","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / TERRITORIAL-SCOPE ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000181","US-CONST-ATOM-000181","F6","UNITED-STATES/FEDERAL/CRIMINAL-TRIAL/OUTSIDE-STATE-VENUE","3","US-CP-000332|US-CP-000333|US-CP-000334","US-CW-000181","ORYNTH-systems/orynth-constitutional-state-integrity","JURISDICTION-BOUND VENUE / LEGISLATIVE-DIRECTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000182","US-CONST-ATOM-000182","F3","UNITED-STATES/TREASON/DEFINITION","2","US-CP-000335|US-CP-000336","US-CW-000182","ORYNTH-systems/orynth-constitutional-state-integrity","SCOPED-CONSTITUTIONAL-OFFENSE / NEGATIVE-SCOPE CONCEPT","00-governance/CANONICAL_AUTHORITY_POLICY.md","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000183","US-CONST-ATOM-000183","F3","UNITED-STATES/TREASON/CONVICTION-EVIDENCE","4","US-CP-000337|US-CP-000338|US-CP-000339|US-CP-000340","US-CW-000183","ORYNTH-systems/orynth-constitutional-state-integrity","EVIDENTIARY-PATH / THRESHOLD CONCEPT","00-governance/CANONICAL_AUTHORITY_POLICY.md","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000184","US-CONST-ATOM-000184","F3","UNITED-STATES/CONGRESS/TREASON-PUNISHMENT","2","US-CP-000341|US-CP-000342","US-CW-000184","ORYNTH-systems/orynth-constitutional-state-integrity","ENUMERATED LEGISLATIVE POWER / OFFENSE-SCOPED AUTHORITY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000185","US-CONST-ATOM-000185","F5","UNITED-STATES/TREASON/CORRUPTION-OF-BLOOD","1","US-CP-000343","US-CW-000185","ORYNTH-systems/orynth-constitutional-state-integrity","PROHIBITION / CONSEQUENTIAL-EFFECT CONCEPT","00-governance/CANONICAL_AUTHORITY_POLICY.md","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000186","US-CONST-ATOM-000186","F5","UNITED-STATES/TREASON/FORFEITURE","2","US-CP-000344|US-CP-000345","US-CW-000186","ORYNTH-systems/orynth-constitutional-state-integrity","TEMPORALLY-BOUNDED CONSEQUENTIAL-EFFECT CONCEPT","00-governance/CANONICAL_AUTHORITY_POLICY.md","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000187","US-CONST-ATOM-000187","F6","UNITED-STATES/STATES/FULL-FAITH-CREDIT","2","US-CP-000346|US-CP-000347","US-CW-000187","ORYNTH-systems/orynth-constitutional-state-integrity","INTERSTATE RELATION / JURISDICTION-DUTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000188","US-CONST-ATOM-000188","F3","UNITED-STATES/CONGRESS/FULL-FAITH-CREDIT/PROOF","3","US-CP-000348|US-CP-000349|US-CP-000350","US-CW-000188","ORYNTH-systems/orynth-constitutional-state-integrity","LEGISLATIVE EVIDENTIARY-RULE / FEDERAL-RELATIONS ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000189","US-CONST-ATOM-000189","F3","UNITED-STATES/CONGRESS/FULL-FAITH-CREDIT/EFFECT","2","US-CP-000351|US-CP-000352","US-CW-000189","ORYNTH-systems/orynth-constitutional-state-integrity","LEGISLATIVE EFFECT-RULE / FEDERAL-RELATIONS ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000190","US-CONST-ATOM-000190","F6","UNITED-STATES/STATES/PRIVILEGES-IMMUNITIES","2","US-CP-000353|US-CP-000354","US-CW-000190","ORYNTH-systems/orynth-constitutional-state-integrity","INTERSTATE ENTITLEMENT / JURISDICTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000191","US-CONST-ATOM-000191","F6","UNITED-STATES/STATES/EXTRADITION","5","US-CP-000355|US-CP-000356|US-CP-000357|US-CP-000358|US-CP-000359","US-CW-000191","ORYNTH-systems/orynth-constitutional-state-integrity","INTERSTATE JURISDICTION / AUTHORIZED-ACTOR TRANSFER ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000192","US-CONST-ATOM-000192","F5","UNITED-STATES/STATES/SERVICE-LABOUR/ORIGINAL-TEXT","3","US-CP-000360|US-CP-000361|US-CP-000362","US-CW-000192","ORYNTH-systems/orynth-constitutional-state-integrity","HISTORICAL-SOURCE / SUPERSESSION-AWARE PROHIBITION CONCEPT","00-governance/SOURCE_PRECEDENCE_POLICY.md","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000193","US-CONST-ATOM-000193","F6","UNITED-STATES/STATES/SERVICE-LABOUR/DELIVERY/ORIGINAL-TEXT","3","US-CP-000363|US-CP-000364|US-CP-000365","US-CW-000193","ORYNTH-systems/orynth-constitutional-state-integrity","HISTORICAL-SOURCE / INTERSTATE-DELIVERY CONCEPT","00-governance/SOURCE_PRECEDENCE_POLICY.md","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000194","US-CONST-ATOM-000194","F3","UNITED-STATES/CONGRESS/NEW-STATE-ADMISSION","2","US-CP-000366|US-CP-000367","US-CW-000194","ORYNTH-systems/orynth-constitutional-state-integrity","ENUMERATED LEGISLATIVE ADMISSION / FEDERAL-RELATIONS ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000195","US-CONST-ATOM-000195","F5","UNITED-STATES/STATES/NEW-STATE-FORMATION","1","US-CP-000368","US-CW-000195","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-FORMATION JURISDICTION / NEGATIVE-CONSTRAINT ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000196","US-CONST-ATOM-000196","F4","UNITED-STATES/FEDERAL-STATE/NEW-STATE-CONSENT","3","US-CP-000369|US-CP-000370|US-CP-000371","US-CW-000196","ORYNTH-systems/orynth-constitutional-state-integrity","FEDERAL-STATE MULTIPARTY CONCURRENCE ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000197","US-CONST-ATOM-000197","F3","UNITED-STATES/CONGRESS/FEDERAL-PROPERTY/DISPOSITION","2","US-CP-000372|US-CP-000373","US-CW-000197","ORYNTH-systems/orynth-constitutional-state-integrity","ENUMERATED LEGISLATIVE PROPERTY-DISPOSITION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000198","US-CONST-ATOM-000198","F3","UNITED-STATES/CONGRESS/FEDERAL-PROPERTY/REGULATION","3","US-CP-000374|US-CP-000375|US-CP-000376","US-CW-000198","ORYNTH-systems/orynth-constitutional-state-integrity","ENUMERATED LEGISLATIVE PROPERTY-RULEMAKING ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000199","US-CONST-ATOM-000199","F5","UNITED-STATES/FEDERAL-STATE/PROPERTY-CLAIMS","2","US-CP-000377|US-CP-000378","US-CW-000199","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-PRESERVING INTERPRETIVE-CONSTRAINT CONCEPT","00-governance/CONSTITUTIONAL_NON_MUTATION.md","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000200","US-CONST-ATOM-000200","F3","UNITED-STATES/FEDERAL-STATE/REPUBLICAN-GOVERNMENT-GUARANTEE","2","US-CP-000379|US-CP-000380","US-CW-000200","ORYNTH-systems/orynth-constitutional-state-integrity","FEDERAL-STATE GUARANTEE / PROTECTION-DUTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000201","US-CONST-ATOM-000201","F3","UNITED-STATES/FEDERAL-STATE/INVASION-PROTECTION","2","US-CP-000381|US-CP-000382","US-CW-000201","ORYNTH-systems/orynth-constitutional-state-integrity","FEDERAL-STATE PROTECTION-DUTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000202","US-CONST-ATOM-000202","F3","UNITED-STATES/FEDERAL-STATE/DOMESTIC-VIOLENCE-PROTECTION","4","US-CP-000383|US-CP-000384|US-CP-000385|US-CP-000386","US-CW-000202","ORYNTH-systems/orynth-constitutional-state-integrity","CONDITION-TRIGGERED FEDERAL-STATE PROTECTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000203","US-CONST-ATOM-000203","F7","UNITED-STATES/CONSTITUTION/AMENDMENT/CONGRESSIONAL-PROPOSAL","4","US-CP-000387|US-CP-000388|US-CP-000389|US-CP-000390","US-CW-000203","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / MULTI-HOUSE PROPOSAL ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000204","US-CONST-ATOM-000204","F7","UNITED-STATES/CONSTITUTION/AMENDMENT/CONVENTION-PROPOSAL","3","US-CP-000391|US-CP-000392|US-CP-000393","US-CW-000204","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / STATE-APPLICATION CONVENTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000205","US-CONST-ATOM-000205","F7","UNITED-STATES/CONSTITUTION/AMENDMENT/RATIFICATION","4","US-CP-000394|US-CP-000395|US-CP-000396|US-CP-000397","US-CW-000205","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / RATIFICATION-STATE-TRANSITION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000206","US-CONST-ATOM-000206","F7","UNITED-STATES/CONSTITUTION/AMENDMENT/RATIFICATION-MODE","2","US-CP-000398|US-CP-000399","US-CW-000206","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / RATIFICATION-MODE AUTHORITY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000207","US-CONST-ATOM-000207","F7","UNITED-STATES/CONSTITUTION/AMENDMENT/PRE-1808-LIMIT","2","US-CP-000400|US-CP-000401","US-CW-000207","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / TEMPORAL-LIMITATION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000208","US-CONST-ATOM-000208","F7","UNITED-STATES/CONSTITUTION/AMENDMENT/EQUAL-SUFFRAGE","2","US-CP-000402|US-CP-000403","US-CW-000208","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / AFFECTED-STATE CONSENT ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000209","US-CONST-ATOM-000209","F3","UNITED-STATES/CONSTITUTION/CONTINUITY/PREEXISTING-OBLIGATIONS","2","US-CP-000404|US-CP-000405","US-CW-000209","ORYNTH-systems/orynth-constitutional-state-integrity","INHERITED-STATE / CONSTITUTIONAL-CONTINUITY ARCHITECTURE","07-constitutional-state-integrity/inherited-state/INHERITED_STATE_CONTRACT.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000210","US-CONST-ATOM-000210","F3","UNITED-STATES/SUPREMACY/CONSTITUTION-FEDERAL-LAWS","2","US-CP-000406|US-CP-000407","US-CW-000210","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-PRECEDENCE / SUPREMACY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000211","US-CONST-ATOM-000211","F3","UNITED-STATES/SUPREMACY/TREATIES","2","US-CP-000408|US-CP-000409","US-CW-000211","ORYNTH-systems/orynth-constitutional-state-integrity","AUTHORITY-CONDITIONED SUPREMACY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000212","US-CONST-ATOM-000212","F3","UNITED-STATES/SUPREMACY/STATE-JUDGES","2","US-CP-000410|US-CP-000411","US-CW-000212","ORYNTH-systems/orynth-constitutional-state-integrity","CROSS-JURISDICTION SUPREMACY / BINDING-DUTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000213","US-CONST-ATOM-000213","F3","UNITED-STATES/FEDERAL-STATE/OATH-SUPPORT","4","US-CP-000412|US-CP-000413|US-CP-000414|US-CP-000415","US-CW-000213","ORYNTH-systems/orynth-constitutional-state-integrity","CROSS-JURISDICTION CONSTITUTIONAL-SUPPORT DUTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000214","US-CONST-ATOM-000214","F5","UNITED-STATES/FEDERAL/OFFICE/RELIGIOUS-TEST","2","US-CP-000416|US-CP-000417","US-CW-000214","ORYNTH-systems/orynth-constitutional-state-integrity","ARTICLE-VI PROHIBITION / QUALIFICATION-BOUNDARY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000215","US-CONST-ATOM-000215","F4","UNITED-STATES/CONSTITUTION/ESTABLISHMENT-RATIFICATION","3","US-CP-000418|US-CP-000419|US-CP-000420","US-CW-000215","ORYNTH-systems/orynth-constitutional-state-integrity","FOUNDATIONAL RATIFICATION / ESTABLISHMENT ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000216","US-AM-ATOM-000001","F5","UNITED-STATES/CONGRESS/RIGHTS/RELIGION/ESTABLISHMENT","1","US-CP-000421","US-CW-000216","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000217","US-AM-ATOM-000002","F5","UNITED-STATES/CONGRESS/RIGHTS/RELIGION/FREE-EXERCISE","1","US-CP-000422","US-CW-000217","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000218","US-AM-ATOM-000003","F5","UNITED-STATES/CONGRESS/RIGHTS/SPEECH","1","US-CP-000423","US-CW-000218","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000219","US-AM-ATOM-000004","F5","UNITED-STATES/CONGRESS/RIGHTS/PRESS","1","US-CP-000424","US-CW-000219","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000220","US-AM-ATOM-000005","F5","UNITED-STATES/CONGRESS/RIGHTS/ASSEMBLY","1","US-CP-000425","US-CW-000220","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000221","US-AM-ATOM-000006","F5","UNITED-STATES/CONGRESS/RIGHTS/PETITION","1","US-CP-000426","US-CW-000221","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000222","US-AM-ATOM-000007","F5","UNITED-STATES/RIGHTS/KEEP-BEAR-ARMS","1","US-CP-000427","US-CW-000222","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000223","US-AM-ATOM-000008","F5","UNITED-STATES/SOLDIER-QUARTERING/PEACE","3","US-CP-000428|US-CP-000429|US-CP-000430","US-CW-000223","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000224","US-AM-ATOM-000009","F5","UNITED-STATES/SOLDIER-QUARTERING/WAR","2","US-CP-000431|US-CP-000432","US-CW-000224","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000225","US-AM-ATOM-000010","F5","UNITED-STATES/SEARCH-SEIZURE/UNREASONABLE","1","US-CP-000433","US-CW-000225","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000226","US-AM-ATOM-000011","F5","UNITED-STATES/WARRANTS/ISSUANCE-CONDITIONS","4","US-CP-000434|US-CP-000435|US-CP-000436|US-CP-000437","US-CW-000226","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000227","US-AM-ATOM-000012","F5","UNITED-STATES/CRIMINAL/GRAND-JURY","3","US-CP-000438|US-CP-000439|US-CP-000440","US-CW-000227","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000228","US-AM-ATOM-000013","F5","UNITED-STATES/CRIMINAL/DOUBLE-JEOPARDY","2","US-CP-000441|US-CP-000442","US-CW-000228","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000229","US-AM-ATOM-000014","F5","UNITED-STATES/CRIMINAL/SELF-INCRIMINATION","2","US-CP-000443|US-CP-000444","US-CW-000229","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000230","US-AM-ATOM-000015","F5","UNITED-STATES/DUE-PROCESS/LIFE-LIBERTY-PROPERTY","2","US-CP-000445|US-CP-000446","US-CW-000230","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000231","US-AM-ATOM-000016","F5","UNITED-STATES/TAKINGS/PUBLIC-USE/JUST-COMPENSATION","2","US-CP-000447|US-CP-000448","US-CW-000231","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000232","US-AM-ATOM-000017","F3","UNITED-STATES/CRIMINAL/TRIAL/SPEEDY-PUBLIC","3","US-CP-000449|US-CP-000450|US-CP-000451","US-CW-000232","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL-PROCESS CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000233","US-AM-ATOM-000018","F3","UNITED-STATES/CRIMINAL/JURY/VENUE","3","US-CP-000452|US-CP-000453|US-CP-000454","US-CW-000233","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL-PROCESS CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000234","US-AM-ATOM-000019","F3","UNITED-STATES/CRIMINAL/ACCUSATION/NOTICE","1","US-CP-000455","US-CW-000234","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL-PROCESS CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000235","US-AM-ATOM-000020","F3","UNITED-STATES/CRIMINAL/WITNESS-CONFRONTATION","1","US-CP-000456","US-CW-000235","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL-PROCESS CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
