"predicate_id","mechanism_id","predicate_ordinal_within_mechanism","mechanism_predicate_count","source_clause_id","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","independent_condition_summary","predicate_class","predicate_expression","required_state","failure_state","resolution_policy","status","review_status"
"US-CP-000650","US-CM-000316","3","5","US-AM-ATOM-000102","F1","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/APPOINTMENT","The Constitution establishes this authority, succession, or office-transition rule: The District constituting the seat of Government of the United States shall appoint in such manner as the Congress may direct: A number of electors of President and Vice President equal to the whole number of Senators and Representatives in Congress to which the District would be entitled if it were a State, but in no event more than the least populous State","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","District appoints presidential electors; appointment manner directed by Congress; elector number equals hypothetical congressional representation; cap at least-populous-State number; President/Vice-President electoral function","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000651","US-CM-000316","4","5","US-AM-ATOM-000102","F1","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/APPOINTMENT","The Constitution establishes this authority, succession, or office-transition rule: The District constituting the seat of Government of the United States shall appoint in such manner as the Congress may direct: A number of electors of President and Vice President equal to the whole number of Senators and Representatives in Congress to which the District would be entitled if it were a State, but in no event more than the least populous State","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","District appoints presidential electors; appointment manner directed by Congress; elector number equals hypothetical congressional representation; cap at least-populous-State number; President/Vice-President electoral function","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000652","US-CM-000316","5","5","US-AM-ATOM-000102","F1","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/APPOINTMENT","The Constitution establishes this authority, succession, or office-transition rule: The District constituting the seat of Government of the United States shall appoint in such manner as the Congress may direct: A number of electors of President and Vice President equal to the whole number of Senators and Representatives in Congress to which the District would be entitled if it were a State, but in no event more than the least populous State","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","District appoints presidential electors; appointment manner directed by Congress; elector number equals hypothetical congressional representation; cap at least-populous-State number; President/Vice-President electoral function","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000653","US-CM-000317","1","3","US-AM-ATOM-000103","F6","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/STATUS","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: they shall be in addition to those appointed by the States, but they shall be considered, for the purposes of the election of President and Vice President, to be electors appointed by a State","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","District electors additional to State electors; treated as State-appointed electors; treatment limited to presidential-election purposes","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000654","US-CM-000317","2","3","US-AM-ATOM-000103","F6","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/STATUS","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: they shall be in addition to those appointed by the States, but they shall be considered, for the purposes of the election of President and Vice President, to be electors appointed by a State","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","District electors additional to State electors; treated as State-appointed electors; treatment limited to presidential-election purposes","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000655","US-CM-000317","3","3","US-AM-ATOM-000103","F6","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/STATUS","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: they shall be in addition to those appointed by the States, but they shall be considered, for the purposes of the election of President and Vice President, to be electors appointed by a State","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","District electors additional to State electors; treated as State-appointed electors; treatment limited to presidential-election purposes","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000656","US-CM-000318","1","3","US-AM-ATOM-000104","F3","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/DUTIES","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall meet in the District and perform such duties as provided by the twelfth article of amendment.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","District electors meet in District; perform elector duties; duties follow Twelfth Amendment framework","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000657","US-CM-000318","2","3","US-AM-ATOM-000104","F3","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/DUTIES","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall meet in the District and perform such duties as provided by the twelfth article of amendment.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","District electors meet in District; perform elector duties; duties follow Twelfth Amendment framework","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000658","US-CM-000318","3","3","US-AM-ATOM-000104","F3","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/DUTIES","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall meet in the District and perform such duties as provided by the twelfth article of amendment.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","District electors meet in District; perform elector duties; duties follow Twelfth Amendment framework","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000659","US-CM-000319","1","2","US-AM-ATOM-000105","F3","UNITED-STATES/CONGRESS/AMENDMENT-23/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000660","US-CM-000319","2","2","US-AM-ATOM-000105","F3","UNITED-STATES/CONGRESS/AMENDMENT-23/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000661","US-CM-000320","1","4","US-AM-ATOM-000106","F5","UNITED-STATES/VOTING/POLL-TAX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote in any primary or other election for President or Vice President, for electors for President or Vice President, or for Senator or Representative in Congress, shall not be denied or abridged by the United States or any State by reason of failure to pay any poll tax or other tax.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen voting right in covered federal elections; United States-or-State actor; poll-tax-or-other-tax nonpayment basis; denial-or-abridgment prohibition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000662","US-CM-000320","2","4","US-AM-ATOM-000106","F5","UNITED-STATES/VOTING/POLL-TAX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote in any primary or other election for President or Vice President, for electors for President or Vice President, or for Senator or Representative in Congress, shall not be denied or abridged by the United States or any State by reason of failure to pay any poll tax or other tax.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen voting right in covered federal elections; United States-or-State actor; poll-tax-or-other-tax nonpayment basis; denial-or-abridgment prohibition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000663","US-CM-000320","3","4","US-AM-ATOM-000106","F5","UNITED-STATES/VOTING/POLL-TAX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote in any primary or other election for President or Vice President, for electors for President or Vice President, or for Senator or Representative in Congress, shall not be denied or abridged by the United States or any State by reason of failure to pay any poll tax or other tax.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen voting right in covered federal elections; United States-or-State actor; poll-tax-or-other-tax nonpayment basis; denial-or-abridgment prohibition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000664","US-CM-000320","4","4","US-AM-ATOM-000106","F5","UNITED-STATES/VOTING/POLL-TAX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote in any primary or other election for President or Vice President, for electors for President or Vice President, or for Senator or Representative in Congress, shall not be denied or abridged by the United States or any State by reason of failure to pay any poll tax or other tax.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen voting right in covered federal elections; United States-or-State actor; poll-tax-or-other-tax nonpayment basis; denial-or-abridgment prohibition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000665","US-CM-000321","1","2","US-AM-ATOM-000107","F3","UNITED-STATES/CONGRESS/AMENDMENT-24/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000666","US-CM-000321","2","2","US-AM-ATOM-000107","F3","UNITED-STATES/CONGRESS/AMENDMENT-24/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000667","US-CM-000322","1","2","US-AM-ATOM-000108","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/REMOVAL-DEATH-RESIGNATION","The Constitution establishes this authority, succession, or office-transition rule: In case of the removal of the President from office or of his death or resignation, the Vice President shall become President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","removal/death/resignation trigger; Vice President becomes President","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000668","US-CM-000322","2","2","US-AM-ATOM-000108","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/REMOVAL-DEATH-RESIGNATION","The Constitution establishes this authority, succession, or office-transition rule: In case of the removal of the President from office or of his death or resignation, the Vice President shall become President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","removal/death/resignation trigger; Vice President becomes President","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000669","US-CM-000323","1","2","US-AM-ATOM-000109","F1","UNITED-STATES/VICE-PRESIDENCY/VACANCY/NOMINATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever there is a vacancy in the office of the Vice President, the President shall nominate a Vice President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","Vice-Presidency vacancy trigger; President nominates Vice President","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000670","US-CM-000323","2","2","US-AM-ATOM-000109","F1","UNITED-STATES/VICE-PRESIDENCY/VACANCY/NOMINATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever there is a vacancy in the office of the Vice President, the President shall nominate a Vice President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","Vice-Presidency vacancy trigger; President nominates Vice President","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000671","US-CM-000324","1","3","US-AM-ATOM-000110","F4","UNITED-STATES/VICE-PRESIDENCY/VACANCY/CONFIRMATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: who shall take office upon confirmation by a majority vote of both Houses of Congress.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","confirmation prerequisite; majority-vote threshold; both Houses must confirm before taking office","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000672","US-CM-000324","2","3","US-AM-ATOM-000110","F4","UNITED-STATES/VICE-PRESIDENCY/VACANCY/CONFIRMATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: who shall take office upon confirmation by a majority vote of both Houses of Congress.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","confirmation prerequisite; majority-vote threshold; both Houses must confirm before taking office","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000673","US-CM-000324","3","3","US-AM-ATOM-000110","F4","UNITED-STATES/VICE-PRESIDENCY/VACANCY/CONFIRMATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: who shall take office upon confirmation by a majority vote of both Houses of Congress.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","confirmation prerequisite; majority-vote threshold; both Houses must confirm before taking office","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000674","US-CM-000325","1","5","US-AM-ATOM-000111","F1","UNITED-STATES/PRESIDENCY/INABILITY/SELF-DECLARATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","President written declaration; specified congressional recipients; inability content; Vice President discharges powers as Acting President until contrary declaration","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000675","US-CM-000325","2","5","US-AM-ATOM-000111","F1","UNITED-STATES/PRESIDENCY/INABILITY/SELF-DECLARATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","President written declaration; specified congressional recipients; inability content; Vice President discharges powers as Acting President until contrary declaration","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000676","US-CM-000325","3","5","US-AM-ATOM-000111","F1","UNITED-STATES/PRESIDENCY/INABILITY/SELF-DECLARATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","President written declaration; specified congressional recipients; inability content; Vice President discharges powers as Acting President until contrary declaration","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000677","US-CM-000325","4","5","US-AM-ATOM-000111","F1","UNITED-STATES/PRESIDENCY/INABILITY/SELF-DECLARATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","President written declaration; specified congressional recipients; inability content; Vice President discharges powers as Acting President until contrary declaration","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000678","US-CM-000325","5","5","US-AM-ATOM-000111","F1","UNITED-STATES/PRESIDENCY/INABILITY/SELF-DECLARATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","President written declaration; specified congressional recipients; inability content; Vice President discharges powers as Acting President until contrary declaration","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000679","US-CM-000326","1","5","US-AM-ATOM-000112","F4","UNITED-STATES/PRESIDENCY/INABILITY/VICE-PRESIDENT-CABINET-DECLARATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","Vice President plus required majority; specified body source; written inability declaration to specified recipients; inability content; immediate Acting-President consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000680","US-CM-000326","2","5","US-AM-ATOM-000112","F4","UNITED-STATES/PRESIDENCY/INABILITY/VICE-PRESIDENT-CABINET-DECLARATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","Vice President plus required majority; specified body source; written inability declaration to specified recipients; inability content; immediate Acting-President consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000681","US-CM-000326","3","5","US-AM-ATOM-000112","F4","UNITED-STATES/PRESIDENCY/INABILITY/VICE-PRESIDENT-CABINET-DECLARATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","Vice President plus required majority; specified body source; written inability declaration to specified recipients; inability content; immediate Acting-President consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000682","US-CM-000326","4","5","US-AM-ATOM-000112","F4","UNITED-STATES/PRESIDENCY/INABILITY/VICE-PRESIDENT-CABINET-DECLARATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","Vice President plus required majority; specified body source; written inability declaration to specified recipients; inability content; immediate Acting-President consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000683","US-CM-000326","5","5","US-AM-ATOM-000112","F4","UNITED-STATES/PRESIDENCY/INABILITY/VICE-PRESIDENT-CABINET-DECLARATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","Vice President plus required majority; specified body source; written inability declaration to specified recipients; inability content; immediate Acting-President consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000684","US-CM-000327","1","3","US-AM-ATOM-000113","F1","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this office-authority transition rule: when the President transmits the specified written declaration that no inability exists, the President resumes the powers and duties of the office, subject to the source-defined counterdeclaration condition.","Presidential resumption is not established under this mechanism without the specified written declaration, recipients, and absence of the source-defined timely counterdeclaration.","President transmits no-inability declaration; President resumes powers and duties; resumption remains subject to source-defined counterdeclaration condition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000685","US-CM-000327","2","3","US-AM-ATOM-000113","F1","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this office-authority transition rule: when the President transmits the specified written declaration that no inability exists, the President resumes the powers and duties of the office, subject to the source-defined counterdeclaration condition.","Presidential resumption is not established under this mechanism without the specified written declaration, recipients, and absence of the source-defined timely counterdeclaration.","President transmits no-inability declaration; President resumes powers and duties; resumption remains subject to source-defined counterdeclaration condition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000686","US-CM-000327","3","3","US-AM-ATOM-000113","F1","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this office-authority transition rule: when the President transmits the specified written declaration that no inability exists, the President resumes the powers and duties of the office, subject to the source-defined counterdeclaration condition.","Presidential resumption is not established under this mechanism without the specified written declaration, recipients, and absence of the source-defined timely counterdeclaration.","President transmits no-inability declaration; President resumes powers and duties; resumption remains subject to source-defined counterdeclaration condition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000687","US-CM-000328","1","4","US-AM-ATOM-000113","F4","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this concurrence and timing rule: the Vice President and a majority of either the principal officers of the executive department or another body provided by Congress may transmit within four days the specified written declaration that the President is unable to discharge the powers and duties of the office.","The counterdeclaration effect is not established under this mechanism without the Vice President, the required majority body, the specified written declaration and recipients, and transmission within the four-day window.","Vice President plus required majority; authorized officer/body source; four-day deadline; written inability counterdeclaration","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000688","US-CM-000328","2","4","US-AM-ATOM-000113","F4","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this concurrence and timing rule: the Vice President and a majority of either the principal officers of the executive department or another body provided by Congress may transmit within four days the specified written declaration that the President is unable to discharge the powers and duties of the office.","The counterdeclaration effect is not established under this mechanism without the Vice President, the required majority body, the specified written declaration and recipients, and transmission within the four-day window.","Vice President plus required majority; authorized officer/body source; four-day deadline; written inability counterdeclaration","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000689","US-CM-000328","3","4","US-AM-ATOM-000113","F4","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this concurrence and timing rule: the Vice President and a majority of either the principal officers of the executive department or another body provided by Congress may transmit within four days the specified written declaration that the President is unable to discharge the powers and duties of the office.","The counterdeclaration effect is not established under this mechanism without the Vice President, the required majority body, the specified written declaration and recipients, and transmission within the four-day window.","Vice President plus required majority; authorized officer/body source; four-day deadline; written inability counterdeclaration","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000690","US-CM-000328","4","4","US-AM-ATOM-000113","F4","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this concurrence and timing rule: the Vice President and a majority of either the principal officers of the executive department or another body provided by Congress may transmit within four days the specified written declaration that the President is unable to discharge the powers and duties of the office.","The counterdeclaration effect is not established under this mechanism without the Vice President, the required majority body, the specified written declaration and recipients, and transmission within the four-day window.","Vice President plus required majority; authorized officer/body source; four-day deadline; written inability counterdeclaration","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000691","US-CM-000329","1","1","US-AM-ATOM-000114","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/DECISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Thereupon Congress shall decide the issue","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000692","US-CM-000330","1","3","US-AM-ATOM-000115","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/ASSEMBLY-TIMING","The Constitution establishes this scoped power, duty, qualification, or procedural rule: assembling within forty-eight hours for that purpose if not in session","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress not-in-session trigger; assembly duty; forty-eight-hour deadline","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000693","US-CM-000330","2","3","US-AM-ATOM-000115","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/ASSEMBLY-TIMING","The Constitution establishes this scoped power, duty, qualification, or procedural rule: assembling within forty-eight hours for that purpose if not in session","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress not-in-session trigger; assembly duty; forty-eight-hour deadline","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000694","US-CM-000330","3","3","US-AM-ATOM-000115","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/ASSEMBLY-TIMING","The Constitution establishes this scoped power, duty, qualification, or procedural rule: assembling within forty-eight hours for that purpose if not in session","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress not-in-session trigger; assembly duty; forty-eight-hour deadline","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000695","US-CM-000331","1","4","US-AM-ATOM-000116","F4","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/TWO-THIRDS-DETERMINATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: If the Congress, within twenty-one days after receipt of the latter written declaration, or, if Congress is not in session, within twenty-one days after Congress is required to assemble, determines by two-thirds vote of both Houses that the President is unable to discharge the powers and duties of his office","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","applicable twenty-one-day decision window; Congress determines presidential inability; two-thirds vote of both Houses; alternate window anchor when Congress was not in session","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000696","US-CM-000331","2","4","US-AM-ATOM-000116","F4","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/TWO-THIRDS-DETERMINATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: If the Congress, within twenty-one days after receipt of the latter written declaration, or, if Congress is not in session, within twenty-one days after Congress is required to assemble, determines by two-thirds vote of both Houses that the President is unable to discharge the powers and duties of his office","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","applicable twenty-one-day decision window; Congress determines presidential inability; two-thirds vote of both Houses; alternate window anchor when Congress was not in session","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
