"mechanism_id","source_clause_id","mechanism_family","normalized_mechanism","negative_condition","jurisdiction_scope","orynth_mapping_status","correspondence_grade","notes"
"US-CM-000246","US-AM-ATOM-000031","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Electors shall meet in their respective states and vote by ballot for President and Vice-President, one of whom, at least, shall not be an inhabitant of the same state with themselves","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/MEETING-VOTING","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=1/15."
"US-CM-000247","US-AM-ATOM-000032","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: they shall name in their ballots the person voted for as President, and in distinct ballots the person voted for as Vice-President","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/DISTINCT-BALLOTS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=2/15."
"US-CM-000248","US-AM-ATOM-000033","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall make distinct lists of all persons voted for as President, and of all persons voted for as Vice-President, and of the number of votes for each","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/VOTE-LISTS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=3/15."
"US-CM-000249","US-AM-ATOM-000034","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: which lists they shall sign and certify, and transmit sealed to the seat of the government of the United States, directed to the President of the Senate","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/CERTIFICATION-TRANSMISSION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=4/15."
"US-CM-000250","US-AM-ATOM-000035","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: -- the President of the Senate shall, in the presence of the Senate and House of Representatives, open all the certificates","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/PRESIDENTIAL-ELECTION/CERTIFICATES/OPENING","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=5/15."
"US-CM-000251","US-AM-ATOM-000036","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and the votes shall then be counted","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/PRESIDENTIAL-ELECTION/VOTE-COUNT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=6/15."
"US-CM-000252","US-AM-ATOM-000037","F4","The Constitution establishes this concurrence, quorum, majority, or threshold rule: -- The person having the greatest number of votes for President, shall be the President, if such number be a majority of the whole number of Electors appointed","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","UNITED-STATES/PRESIDENTIAL-ELECTION/PRESIDENT/MAJORITY-SELECTION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=7/15."
"US-CM-000253","US-AM-ATOM-000038","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and if no person have such majority, then from the persons having the highest numbers not exceeding three on the list of those voted for as President, the House of Representatives shall choose immediately, by ballot, the President","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/CONTINGENT-SELECTION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=8/15."
"US-CM-000254","US-AM-ATOM-000039","F4","The Constitution establishes this concurrence, quorum, majority, or threshold rule: But in choosing the President, the votes shall be taken by states, the representation from each state having one vote","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/STATE-VOTING","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=9/15."
"US-CM-000255","US-AM-ATOM-000040","F4","The Constitution establishes this concurrence, quorum, majority, or threshold rule: a quorum for this purpose shall consist of a member or members from two-thirds of the states","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/QUORUM","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=10/15."
"US-CM-000256","US-AM-ATOM-000041","F4","The Constitution establishes this concurrence, quorum, majority, or threshold rule: and a majority of all the states shall be necessary to a choice","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/CHOICE-THRESHOLD","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=11/15."
"US-CM-000257","US-AM-ATOM-000042","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: [And if the House of Representatives shall not choose a President whenever the right of choice shall devolve upon them, before the fourth day of March next following, then the Vice-President shall act as President, as in the case of the death or other constitutional disability of the President. --]*","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/FAILURE-TO-CHOOSE/TRANSITION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=12/15."
"US-CM-000258","US-AM-ATOM-000043","F4","The Constitution establishes this concurrence, quorum, majority, or threshold rule: The person having the greatest number of votes as Vice-President, shall be the Vice-President, if such number be a majority of the whole number of Electors appointed","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","UNITED-STATES/PRESIDENTIAL-ELECTION/VICE-PRESIDENT/MAJORITY-SELECTION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=13/15."
"US-CM-000259","US-AM-ATOM-000044","F4","The Constitution establishes this concurrence, quorum, majority, or threshold rule: and if no person have a majority, then from the two highest numbers on the list, the Senate shall choose the Vice-President; a quorum for the purpose shall consist of two-thirds of the whole number of Senators, and a majority of the whole number shall be necessary to a choice","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","UNITED-STATES/PRESIDENTIAL-ELECTION/SENATE/CONTINGENT-SELECTION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=14/15."
"US-CM-000260","US-AM-ATOM-000045","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: But no person constitutionally ineligible to the office of President shall be eligible to that of Vice-President of the United States.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/VICE-PRESIDENT/ELIGIBILITY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000012; source_construction=US-AM-ATOM-CAND-000012; amendment=12; section=; child=15/15."
"US-CM-000261","US-AM-ATOM-000046","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: Neither slavery","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/SLAVERY/PROHIBITION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000013; source_construction=US-AM-ATOM-CAND-000013; amendment=13; section=1; child=1/2."
"US-CM-000262","US-AM-ATOM-000047","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/INVOLUNTARY-SERVITUDE/PROHIBITION-EXCEPTION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000013; source_construction=US-AM-ATOM-CAND-000013; amendment=13; section=1; child=2/2."
"US-CM-000263","US-AM-ATOM-000048","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/AMENDMENT-13/ENFORCEMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000014; source_construction=US-AM-ATOM-CAND-000014; amendment=13; section=2; child=1/1."
"US-CM-000264","US-AM-ATOM-000049","F6","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","UNITED-STATES/CITIZENSHIP/BIRTH-NATURALIZATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000015; source_construction=US-AM-ATOM-CAND-000015; amendment=14; section=1; child=1/4."
"US-CM-000265","US-AM-ATOM-000050","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/STATES/PRIVILEGES-IMMUNITIES","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000015; source_construction=US-AM-ATOM-CAND-000015; amendment=14; section=1; child=2/4."
"US-CM-000266","US-AM-ATOM-000051","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: nor shall any State deprive any person of life, liberty, or property, without due process of law","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/STATES/DUE-PROCESS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000015; source_construction=US-AM-ATOM-CAND-000015; amendment=14; section=1; child=3/4."
"US-CM-000267","US-AM-ATOM-000052","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: nor deny to any person within its jurisdiction the equal protection of the laws.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/STATES/EQUAL-PROTECTION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000015; source_construction=US-AM-ATOM-CAND-000015; amendment=14; section=1; child=4/4."
"US-CM-000268","US-AM-ATOM-000053","F6","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: Representatives shall be apportioned among the several States according to their respective numbers, counting the whole number of persons in each State, excluding Indians not taxed.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","UNITED-STATES/STATES/REPRESENTATION/APPORTIONMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000016; source_construction=US-AM-ATOM-CAND-000016; amendment=14; section=2; child=1/2."
"US-CM-000269","US-AM-ATOM-000054","F6","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","UNITED-STATES/STATES/REPRESENTATION/VOTING-ABRIDGMENT-REDUCTION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000016; source_construction=US-AM-ATOM-CAND-000016; amendment=14; section=2; child=2/2."
"US-CM-000270","US-AM-ATOM-000055","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be a Senator or Representative in Congress, or elector of President and Vice-President, or hold any office, civil or military, under the United States, or under any State, who, having previously taken an oath, as a member of Congress, or as an officer of the United States, or as a member of any State legislature, or as an executive or judicial officer of any State, to support the Constitution of the United States, shall have engaged in insurrection or rebellion against the same, or given aid or comfort to the enemies thereof.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/OFFICE/INSURRECTION-DISABILITY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000017; source_construction=US-AM-ATOM-CAND-000017; amendment=14; section=3; child=1/2."
"US-CM-000271","US-AM-ATOM-000056","F4","The Constitution establishes this concurrence, quorum, majority, or threshold rule: But Congress may by a vote of two-thirds of each House, remove such disability.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","UNITED-STATES/CONGRESS/INSURRECTION-DISABILITY/REMOVAL","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000017; source_construction=US-AM-ATOM-CAND-000017; amendment=14; section=3; child=2/2."
"US-CM-000272","US-AM-ATOM-000057","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: The validity of the public debt of the United States, authorized by law, including debts incurred for payment of pensions and bounties for services in suppressing insurrection or rebellion, shall not be questioned.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/PUBLIC-DEBT/VALIDITY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000018; source_construction=US-AM-ATOM-CAND-000018; amendment=14; section=4; child=1/3."
"US-CM-000273","US-AM-ATOM-000058","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: But neither the United States nor any State shall assume or pay any debt or obligation incurred in aid of insurrection or rebellion against the United States","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/INSURRECTION-DEBT/PAYMENT-PROHIBITION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000018; source_construction=US-AM-ATOM-CAND-000018; amendment=14; section=4; child=2/3."
"US-CM-000274","US-AM-ATOM-000059","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: or any claim for the loss or emancipation of any slave; but all such debts, obligations and claims shall be held illegal and void.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/SLAVE-LOSS-CLAIMS/INVALIDITY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000018; source_construction=US-AM-ATOM-CAND-000018; amendment=14; section=4; child=3/3."
"US-CM-000275","US-AM-ATOM-000060","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce, by appropriate legislation, the provisions of this article.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/AMENDMENT-14/ENFORCEMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000019; source_construction=US-AM-ATOM-CAND-000019; amendment=14; section=5; child=1/1."
"US-CM-000276","US-AM-ATOM-000061","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of race, color, or previous condition of servitude--","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/VOTING/RACE-COLOR-SERVITUDE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000020; source_construction=US-AM-ATOM-CAND-000020; amendment=15; section=1; child=1/1."
"US-CM-000277","US-AM-ATOM-000062","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/AMENDMENT-15/ENFORCEMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000021; source_construction=US-AM-ATOM-CAND-000021; amendment=15; section=2; child=1/1."
"US-CM-000278","US-AM-ATOM-000063","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to lay and collect taxes on incomes, from whatever source derived, without apportionment among the several States, and without regard to any census or enumeration.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/INCOME-TAX","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000022; source_construction=US-AM-ATOM-CAND-000022; amendment=16; section=; child=1/1."
"US-CM-000279","US-AM-ATOM-000064","F2","The Constitution establishes this institutional structure or separation rule: The Senate of the United States shall be composed of two Senators from each State","Institutional structure or allocation is not established where the source-defined composition, separation, or role boundary is not satisfied.","UNITED-STATES/SENATE/STATE-REPRESENTATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000023; source_construction=US-AM-ATOM-CAND-000023; amendment=17; section=; child=1/5."
"US-CM-000280","US-AM-ATOM-000065","F1","The Constitution establishes this authority, succession, or office-transition rule: elected by the people thereof","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/SENATE/POPULAR-ELECTION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000023; source_construction=US-AM-ATOM-CAND-000023; amendment=17; section=; child=2/5."
"US-CM-000281","US-AM-ATOM-000066","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: for six years","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/SENATE/TERM","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000023; source_construction=US-AM-ATOM-CAND-000023; amendment=17; section=; child=3/5."
"US-CM-000282","US-AM-ATOM-000067","F2","The Constitution establishes this institutional structure or separation rule: and each Senator shall have one vote","Institutional structure or allocation is not established where the source-defined composition, separation, or role boundary is not satisfied.","UNITED-STATES/SENATE/MEMBER-VOTE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000023; source_construction=US-AM-ATOM-CAND-000023; amendment=17; section=; child=4/5."
"US-CM-000283","US-AM-ATOM-000068","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislatures.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/SENATE/ELECTOR-QUALIFICATIONS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000023; source_construction=US-AM-ATOM-CAND-000023; amendment=17; section=; child=5/5."
"US-CM-000284","US-AM-ATOM-000069","F1","The Constitution establishes this authority, succession, or office-transition rule: When vacancies happen in the representation of any State in the Senate, the executive authority of such State shall issue writs of election to fill such vacancies","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/SENATE/VACANCIES/ELECTION-WRITS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000024; source_construction=US-AM-ATOM-CAND-000024; amendment=17; section=; child=1/2."
"US-CM-000285","US-AM-ATOM-000070","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Provided, That the legislature of any State may empower the executive thereof to make temporary appointments until the people fill the vacancies by election as the legislature may direct.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/SENATE/VACANCIES/TEMPORARY-APPOINTMENTS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000024; source_construction=US-AM-ATOM-CAND-000024; amendment=17; section=; child=2/2."
"US-CM-000286","US-AM-ATOM-000071","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This amendment shall not be so construed as to affect the election or term of any Senator chosen before it becomes valid as part of the Constitution.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/SENATE/AMENDMENT-17/TRANSITION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000025; source_construction=US-AM-ATOM-CAND-000025; amendment=17; section=; child=1/1."
"US-CM-000287","US-AM-ATOM-000072","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: After one year from the ratification of this article the manufacture","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/INTOXICATING-LIQUOR/MANUFACTURE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000026; source_construction=US-AM-ATOM-CAND-000026; amendment=18; section=1; child=1/5."
"US-CM-000288","US-AM-ATOM-000073","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: sale","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/INTOXICATING-LIQUOR/SALE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000026; source_construction=US-AM-ATOM-CAND-000026; amendment=18; section=1; child=2/5."
"US-CM-000289","US-AM-ATOM-000074","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: or transportation of intoxicating liquors within","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/INTOXICATING-LIQUOR/TRANSPORTATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000026; source_construction=US-AM-ATOM-CAND-000026; amendment=18; section=1; child=3/5."
"US-CM-000290","US-AM-ATOM-000075","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: the importation thereof into","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/INTOXICATING-LIQUOR/IMPORTATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000026; source_construction=US-AM-ATOM-CAND-000026; amendment=18; section=1; child=4/5."
"US-CM-000291","US-AM-ATOM-000076","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: or the exportation thereof from the United States and all territory subject to the jurisdiction thereof for beverage purposes is hereby prohibited.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/INTOXICATING-LIQUOR/EXPORTATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000026; source_construction=US-AM-ATOM-CAND-000026; amendment=18; section=1; child=5/5."
"US-CM-000292","US-AM-ATOM-000077","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress and the several States shall have concurrent power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/FEDERAL-STATE/AMENDMENT-18/ENFORCEMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000027; source_construction=US-AM-ATOM-CAND-000027; amendment=18; section=2; child=1/1."
"US-CM-000293","US-AM-ATOM-000078","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/CONSTITUTION/AMENDMENT-18/RATIFICATION-TIME-LIMIT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000028; source_construction=US-AM-ATOM-CAND-000028; amendment=18; section=3; child=1/1."
"US-CM-000294","US-AM-ATOM-000079","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of sex.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/VOTING/SEX","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000029; source_construction=US-AM-ATOM-CAND-000029; amendment=19; section=; child=1/1."
"US-CM-000295","US-AM-ATOM-000080","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/AMENDMENT-19/ENFORCEMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000030; source_construction=US-AM-ATOM-CAND-000030; amendment=19; section=; child=1/1."
"US-CM-000296","US-AM-ATOM-000081","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: The terms of the President and Vice President shall end at noon on the 20th day of January","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/PRESIDENCY/TERM-END","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000031; source_construction=US-AM-ATOM-CAND-000031; amendment=20; section=1; child=1/3."
"US-CM-000297","US-AM-ATOM-000082","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/CONGRESS/TERM-END","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000031; source_construction=US-AM-ATOM-CAND-000031; amendment=20; section=1; child=2/3."
